id,creationdate,score,viewcount,title,answercount,commentcount,favoritecount,quest_name,quest_rep,ans_name,ans_rep
"20868232","2014-01-01 11:39:51","6","14118","Pandas and sum and cum sum in same dataframe","1","0","0","Tampa","75646","Nipun Batra","11047"
"20876287","2014-01-02 04:20:18","0","136","ipython dataframe plotting setting color parameter?","1","0","","baozi","699","",""
"20876307","2014-01-02 04:23:04","0","122","Indexing column values in pandas","1","0","","Finger twist","3566","DSM","342799"
"20883189","2014-01-02 12:39:03","1","490","Formatting data in pandas","1","0","0","AEA","213","",""
"20887194","2014-01-02 16:26:14","3","6002","python pandas How to remove outliers from a dataframe and replace with an average value of preceding records","1","0","0","IcemanBerlin","3269","",""
"20888921","2014-01-02 18:03:01","2","175","groupby.filter works on series instead of dataframes? (Pandas)","1","0","","LetMeSOThat4U","6480","Dan Allan","34153"
"20889337","2014-01-02 18:26:14","1","191","Dataframe groupby - return delta time for log entries","1","0","","zbinsd","4104","Jeff","125552"
"20895183","2014-01-03 01:48:53","4","4796","Using scipy pdist on pandas data frames (and) lists","1","3","0","Astrid","1846","BrenBarn","243283"
"20905712","2014-01-03 14:21:04","0","237","Import errors after plugin updates for Python(x,y)","1","1","","Anne Dwyer","41","",""
"20908786","2014-01-03 16:56:41","9","6946","Error when writing python pandas dataframe to csv file","1","0","0","jonas","13569","Paul H","65406"
"20910026","2014-01-03 18:07:55","4","2401","Pandas how to access a multi-index DataFrame to select values to make a heatmap..!","1","0","0","user3087320","101","",""
"20914544","2014-01-03 23:24:44","1","3227","'module' object has no attribute 'cut'","1","5","","RedRaven","725","three_pineapples","11589"
"20915800","2014-01-04 01:45:57","4","7951","Plotting with GroupBy in Pandas/Python","1","1","0","David Hagan","1156","Garrett","47175"
"20919719","2014-01-04 10:26:40","3","927","Python Numpy iteration improvements for Exponential smoothing (working code) for Github pull request","1","1","0","ccsv","8208","",""
"20923282","2014-01-04 16:06:20","1","745","Stats of consecutive increasing values of a dataframe column","1","2","","schiorean","23","cyborg","9989"
"20927701","2014-01-04 22:48:34","5","1029","Pandas / Numpy: How to Turn Column Data Into Sparse Matrix","1","0","0","David Williams","8388","Garrett","47175"
"20929185","2014-01-05 02:06:33","2","2401","Re-shaping pandas data frame using shape or pivot_table (stack each row)","1","0","0","Astrid","1846","unutbu","844909"
"20936168","2014-01-05 16:41:44","1","342","Rotate / unpack timeseries data in a python dataframe","1","1","","Marcin","48643","",""
"20942533","2014-01-06 03:32:45","1","76","From Excel to splitted Python structures","1","0","","SAAD","769","HYRY","94893"
"20956671","2014-01-06 18:26:11","4","1205","Merge Duplicates based on column?","1","0","0","ComputerFellow","11720","Justin","42495"
"20958505","2014-01-06 20:17:14","3","2092","Pandas date_range and leap years","1","2","0","user3166747","284","",""
"20959968","2014-01-06 21:53:48","1","1381","Selecting columns equal to a substring in python","1","0","","itsaruns","659","alko","46246"
"20966483","2014-01-07 07:47:32","1","2845","calculate total events in month using pandas","1","1","","Madhup Srivastava","446","joris","133465"
"20972967","2014-01-07 13:32:38","4","9870","python dataframe convert week number to month","1","0","","IcemanBerlin","3269","joris","133465"
"20975526","2014-01-07 15:29:49","3","3593","Python Pandas: Join on unique column values and concatenate","1","0","0","Zhubarb","11442","TomAugspurger","28264"
"20975600","2014-01-07 15:33:45","2","187","Pandas spreadsheet like tabular","1","0","0","madflow","7738","TomAugspurger","28264"
"20978109","2014-01-07 17:32:44","0","67","pandas datetime import unsupported opperand","1","2","","Chet Meinzer","1691","",""
"20983419","2014-01-07 22:36:07","2","248","Bizarre issue with pandas' .groupby function, when function applied to rows","1","2","","Astrid","1846","HYRY","94893"
"20983525","2014-01-07 22:42:51","1","1177","Removing cells/rows that don't contain regex match with Python","1","1","","Xodarap777","1358","dawg","98739"
"20984266","2014-01-07 23:39:09","0","114","Dispersing Random Sampling in CSV through Python","1","1","","Xodarap777","1358","",""
"20985411","2014-01-08 01:31:58","0","484","how to plot pandas groupby result using vincent","1","0","","salmandem","25","TomAugspurger","28264"
"20986379","2014-01-08 03:17:32","1","225","Aggregating overlapping ""all-previous-events"" features from time series data - in Python","1","3","","elgehelge","2014","HYRY","94893"
"20999724","2014-01-08 15:25:19","1","1159","Mean of Pandas TimeSeries using .groupby()","1","1","","Eoin","575","Dan Allan","34153"
"21004376","2014-01-08 19:06:27","3","2445","Import excel time into Pandas with decimal seconds","1","2","","Adam","742","",""
"21005566","2014-01-08 20:13:39","1","4994","Pandas dataframe read large number as string","1","0","0","Alexis Eggermont","7705","TomAugspurger","28264"
"21008845","2014-01-08 23:32:41","1","489","how to add pandas Timestamp to sqlite3?","1","0","","user3053186","69","",""
"21010255","2014-01-09 01:49:36","2","1616","Combining Rows of Lists in Column containing Integers with Python","1","1","","horatio1701d","8829","Joe Hooper","816"
"21014458","2014-01-09 07:50:37","0","374","Pandas DataFrame.index.name is deleted by DataFrame.index.date","1","4","","user3176500","389","TomAugspurger","28264"
"21022692","2014-01-09 14:17:23","0","61","Returning values from a function","1","2","","h.l.m","13025","kylieCatt","10712"
"21025821","2014-01-09 16:29:22","11","26403","Python custom function using rolling_apply for pandas","1","0","0","h.l.m","13025","Jeff","125552"
"21027743","2014-01-09 18:00:02","0","38","Creating an inclusion table","1","1","","jbarney","159","TomAugspurger","28264"
"21028720","2014-01-09 18:53:02","0","288","Applying function, via df.groupby(), to pandas DataFrame - causing difficulties","1","0","","Astrid","1846","",""
"21028808","2014-01-09 18:57:30","-1","1745","Design pattern for creating new features in pandas dataframe","1","1","","Luke","6699","Jeff","125552"
"21028819","2014-01-09 18:57:58","20","16187","How to remove ellipsis from a row in a Python Pandas series or data frame, shown when long lines/wide columns are truncated?","1","0","0","mpjan","1790","EdChum","377833"
"21029128","2014-01-09 19:15:38","0","3052","updating pandas dataframe via for loops","1","3","","Category_Theory","123","8one6","13098"
"21030067","2014-01-09 20:06:27","0","44","How can I use transform to extract a feature based on multiple conditions, using pandas","1","0","","Luke","6699","TomAugspurger","28264"
"21030171","2014-01-09 20:11:35","5","16011","How get monthly mean in pandas using groupby","1","0","0","user1345283","645","",""
"21033144","2014-01-09 23:11:05","0","332","Remove repeating lines of characters when reading text files in python?","1","2","","jxn","7715","",""
"21034367","2014-01-10 00:58:59","1","540","Python Pandas groupby closely spaced events","1","0","","TristanMatthews","2451","HYRY","94893"
"21039772","2014-01-10 08:54:17","8","2317","PyTables read random subset","1","0","0","Marigold","1619","Jeff","125552"
"21050426","2014-01-10 17:17:22","11","16249","Pandas: Impute NaN's","1","4","0","Zhubarb","11442","DSM","342799"
"21053078","2014-01-10 19:43:22","2","502","how to preserve pandas dataframe identity when extracting a single row","1","0","","user2543645","649","DSM","342799"
"21053596","2014-01-10 20:14:09","2","385","Parsing excel files with Pandas","1","0","","flipper","531","",""
"21055468","2014-01-10 22:16:34","0","50","Why are the items in panel4d copied?","1","0","","user3183540","3","Jeff","125552"
"21055930","2014-01-10 22:50:50","0","1663","scipy.optimize.fmin_bfgs optimization gives different result from simple function call","1","2","","crogg01","2446","alko","46246"
"21056492","2014-01-10 23:39:22","1","237","Getting the last n period high and low for a vector","1","1","","jbssm","6871","",""
"21058254","2014-01-11 03:37:11","7","4816","Pandas Boolean Operation in a Python List","1","0","0","wrez","159","unutbu","844909"
"21068254","2014-01-11 21:43:33","1","1270","In a python pandas DataFrame, how do you shift row indexes up to fill empty rows?","1","0","","Nezo","567","TomAugspurger","28264"
"21069572","2014-01-12 00:06:18","0","106","Best way to create a dataframe from several lists","1","0","0","RedRaven","725","DSM","342799"
"21070562","2014-01-12 02:25:47","0","150","Adding DataFrame columns in Python pandas","1","1","","joknows1232","1","",""
"21071199","2014-01-12 04:08:33","2","10266","Python Pandas create column based on value of index","1","0","0","RedRaven","725","capitalistcuttle","1709"
"21073500","2014-01-12 10:17:03","4","974","Create multiindex based on single index","1","2","0","Jimmy C","9320","joris","133465"
"21078191","2014-01-12 17:55:49","0","159","How to get the filtered dataframe for calculations while retaining the original one in pandas?","1","6","","I want badges","6195","TomAugspurger","28264"
"21080357","2014-01-12 21:13:27","1","706","Localized random points using numpy and pandas","1","0","0","Fedja Blagojevic","813","alko","46246"
"21080578","2014-01-12 21:34:37","1","109","Why isn't read_csv() parsing my dates?","1","3","","Roy Smith","2039","James Mills","18679"
"21081045","2014-01-12 22:21:23","1","6250","Simple Column split in Pandas","1","2","","Xodarap777","1358","cyborg","9989"
"21082793","2014-01-13 01:57:36","0","898","\xc9 accents when exporting a data frame to csv","1","0","","slegroux","610","chthonicdaemon","19235"
"21089154","2014-01-13 10:36:29","0","3091","Pandas: selecting multiple columns from one row","1","1","","erikfas","4377","joris","133465"
"21090243","2014-01-13 11:32:52","5","2036","Release hdf5 disk memory after table or node removal with pytables or pandas","1","0","0","jruizaranguren","12789","Jeff","125552"
"21091218","2014-01-13 12:22:25","0","2375","The difference between np.mean and pandas.mean","1","0","","Wei","1","",""
"21096583","2014-01-13 16:40:41","1","3653","Aggregating over timestamps in pandas","1","0","","chrisaycock","36590","Jeff","125552"
"21099427","2014-01-13 19:13:22","1","145","concat part of string from groupby pandas python","1","0","","Chet Meinzer","1691","Alvaro Fuentes","16957"
"21101114","2014-01-13 20:52:52","5","3900","Pandas boxplot x-axis setting","1","0","0","tnknepp","5948","Alvaro Fuentes","16957"
"21105581","2014-01-14 03:27:28","0","67","Accessing data from a count method in Pandas","1","0","","Finger twist","3566","Nipun Batra","11047"
"21108893","2014-01-14 08:29:46","0","99","Plot lines with ipython notebook + pandas","1","0","","sontek","12121","",""
"21115383","2014-01-14 13:58:47","3","1169","Binning values into groups with a minimum size using pandas","1","0","","urschrei","25241","Alvaro Fuentes","16957"
"21117876","2014-01-14 15:55:37","0","746","Pandas groupby: storing only indexes","1","0","","Zhubarb","11442","alko","46246"
"21121174","2014-01-14 18:29:41","1","93","Bar chart in IPython; Not recognizing one of my columns","1","4","0","jstewartmitchel","171","DSM","342799"
"21139043","2014-01-15 13:43:04","4","4543","Pandas `DataFrameGroupBy` and `SeriesGroupBy`","1","0","0","Zhubarb","11442","TomAugspurger","28264"
"21147808","2014-01-15 20:43:58","1","315","Convert multi-index indices to columns","1","0","","tnknepp","5948","Andy Hayden","360619"
"21149574","2014-01-15 22:25:07","1","179","Labels in Plots","1","0","0","DataByDavid","1039","",""
"21149920","2014-01-15 22:48:37","12","23606","Pandas: import multiple csv files into dataframe using a loop and hierarchical indexing","1","1","0","mellover","163","dmvianna","15098"
"21151510","2014-01-16 01:00:50","12","5615","How to apply hierarchy or multi-index to pandas columns","1","0","0","riddley_w","249","unutbu","844909"
"21160036","2014-01-16 11:07:29","1","243","Find Unique Values Across Data Frames without looping","1","3","","richie","17638","",""
"21161775","2014-01-16 12:27:44","3","843","Dataframe header by concatenating rows in Pandas","1","0","","Sascha41","31","",""
"21163297","2014-01-16 13:35:20","4","2564","Calculating daily average from irregular time series using pandas","1","1","0","user2143353","87","Dan Allan","34153"
"21167478","2014-01-16 16:33:19","6","9150","Pandas: Product of specific columns","1","0","","Zhubarb","11442","DSM","342799"
"21168193","2014-01-16 17:05:30","2","1578","Creating feature (row) vectors, for SVM, from Pandas GroupBy function (and or other methods suggested)","1","0","0","Astrid","1846","Alvaro Fuentes","16957"
"21168405","2014-01-16 17:13:48","1","38","Colletting element from different DataFrames into arrays","1","0","","user2988577","4007","unutbu","844909"
"21169362","2014-01-16 17:59:06","4","6340","Iterating through list of Dataframes Pandas","1","0","0","user2587593","1463","Dan Allan","34153"
"21170194","2014-01-16 18:41:56","4","2688","Daily frequency count with pandas","1","0","0","pietrovismara","6102","Andy Hayden","360619"
"21173753","2014-01-16 21:57:46","3","2562","IPython and OS X terminal output is line wrapping before column limit","1","3","0","Chrispy","1310","Chrispy","1310"
"21175059","2014-01-16 23:29:17","5","1727","Filter Pandas DataFrame using another DataFrame","1","0","0","rmalhotra","155","Andy Hayden","360619"
"21176320","2014-01-17 01:34:11","2","330","How to fetch timestamp in Pandas DataFrame","1","5","","rob zaenglein","55","Nipun Batra","11047"
"21182759","2014-01-17 09:52:13","0","3444","Pivot data and maintain original sort order","1","0","0","CDMP","310","HYRY","94893"
"21186082","2014-01-17 12:29:33","3","1027","Pythjon/pandas: how to forward fill from specific value within a group","1","1","","user2866103","9905","alko","46246"
"21188504","2014-01-17 14:40:38","4","7933","python pandas: apply a function with arguments to a series. Update","1","0","0","user2988577","4007","TomAugspurger","28264"
"21190323","2014-01-17 16:00:40","1","990","Passing 'records' parameter to Pandas to_dict method","1","6","","svenkatesh","1152","",""
"21192098","2014-01-17 17:25:49","1","409","Intersection of date ranges, calculation over all elements with an intersecting date range","1","0","","user3207506","11","",""
"21192850","2014-01-17 18:08:12","0","2035","Read flat file to DataFrames using Pandas with field specifiers in-line","1","0","","tommy_o","3650","DSM","342799"
"21196572","2014-01-17 21:50:03","2","12590","python pandas not concat'ing into empty DataFrame","1","4","","Chrispy","1310","",""
"21197311","2014-01-17 22:41:01","0","139","Aggregation of data from CSV file using Pandas python","1","0","","Developer","817","",""
"21203531","2014-01-18 11:35:10","0","261","Python pandas group by aggregate statement print","1","1","","Developer","817","chucklukowski","1996"
"21205065","2014-01-18 13:55:24","1","3240","Pandas sort by group aggregate and calculate sum of two colums","1","0","","Developer","817","unutbu","844909"
"21206401","2014-01-18 15:58:57","3","3646","Pandas: Percentage within Category","1","1","0","nicolaskruchten","26444","Matt Swain","3837"
"21207990","2014-01-18 18:17:54","6","5260","Display multiple output tables in IPython notebook using Pandas","1","2","0","dartdog","10452","dartdog","10452"
"21217108","2014-01-19 13:05:02","1","479","python datapanda: getting values from rows into list","1","0","","MJP","5347","Kobi K","7751"
"21219387","2014-01-19 16:29:17","0","1411","How to create a new column with a tuple (or a list)?","1","0","","Zach Moshe","2782","DSM","342799"
"21225552","2014-01-20 02:56:25","8","1442","Pandas: why does DataFrame.apply(f, axis=1) call f when the DataFrame is empty?","1","0","0","David Wolever","149305","David Wolever","149305"
"21225608","2014-01-20 03:03:52","2","1253","Pandas: DataFrame.apply(f, axis=1) on an empty DataFrame ignores exceptions?","1","1","","David Wolever","149305","",""
"21226031","2014-01-20 03:58:39","3","1887","validate rows before computing values using python/pandas DataFrame","1","0","","Chrispy","1310","Andy Hayden","360619"
"21228976","2014-01-20 08:10:02","0","66","pandas: smallest X for a defined probability","1","2","","schiorean","23","Nicholas Flees","1943"
"21234279","2014-01-20 12:34:10","0","717","selection with hierarchical index - getting subset of the dataframe","1","2","","idoda","6258","HYRY","94893"
